Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost
2009-08-03,32,23,32,19,4356,44106,-39750,9,Rice,9,15534,None,Malaria,11289,Water,19070,6,Check food/donations,0.59,136.12,-1242.19,2327.03,0.28,0.72,0,1,0
2007-07-03,52,25,52,24,67750,106057,-38307,27,Maize Flour,27,52920,None,None,0,Electricity,11878,9,Check food/donations,0.46,1302.88,-736.67,2267.98,0.52,0.48,0,0,0
2009-07-05,73,16,73,9,141709,105467,36242,57,Vegetables,57,110808,Water Shortage,Diarrhea,25204,Electricity,36087,6,Check food/donations,0.12,1941.22,496.47,2284.36,0.78,0.22,1,1,1
2017-07-29,95,57,95,22,107378,31623,75755,38,Maize Flour,38,74784,Sickness,None,0,Internet,38382,8,Check food/donations,0.23,1130.29,797.42,736.89,0.4,0.6,1,0,1
2004-09-28,98,94,98,26,128744,118178,10566,4,Vegetables,4,7360,Sickness,Malaria,20049,Internet,26049,8,Check food/donations,0.27,1313.71,107.82,1676.29,0.04,0.96,1,1,0
2009-05-09,35,50,35,30,55433,102534,-47101,0,None,0,0,None,Flu,1727,Water,14560,6,Check food/donations,0.86,1583.8,-1345.74,3394.89,0.0,1.43,0,1,0
1999-12-03,67,40,67,29,99445,99814,-369,27,Beans,27,45495,None,Fever,7635,Electricity,46236,6,Check food/donations,0.43,1484.25,-5.51,2293.81,0.4,0.6,0,1,1
2015-05-02,68,16,68,10,68155,61767,6388,52,Vegetables,52,103012,Sickness,Fever,21141,Electricity,35371,7,Check food/donations,0.15,1002.28,93.94,1739.4,0.76,0.24,1,1,1
2012-06-30,75,84,75,31,86881,104569,-17688,0,None,0,0,Sickness,Malaria,4106,Electricity,31919,4,Check food/donations,0.41,1158.41,-235.84,1874.59,0.0,1.12,1,1,1
2008-06-01,27,64,27,5,40962,88312,-47350,0,None,0,0,Sickness,Diarrhea,4891,Water,29952,5,Check food/donations,0.19,1517.11,-1753.7,4561.3,0.0,2.37,1,1,0
2013-03-19,62,90,62,28,35055,102336,-67281,0,None,0,0,None,None,0,Water,13507,7,Check food/donations,0.45,565.4,-1085.18,1868.44,0.0,1.45,0,0,0
2009-09-23,25,95,25,5,45131,59751,-14620,0,None,0,0,None,Malaria,17982,Water,40680,8,Check food/donations,0.2,1805.24,-584.8,4736.52,0.0,3.8,0,1,1
2009-01-07,57,14,57,12,57497,111607,-54110,43,Maize Flour,43,75809,Power Outage,None,0,Electricity,23124,9,Check food/donations,0.21,1008.72,-949.3,2363.7,0.75,0.25,1,0,0
2016-11-21,81,91,81,31,106089,113780,-7691,0,None,0,0,None,None,0,Water,44944,6,Check food/donations,0.38,1309.74,-94.95,1959.56,0.0,1.12,0,0,1
2006-05-29,57,95,57,8,3789,115927,-112138,0,None,0,0,None,Fever,28752,Gas,12679,4,Check food/donations,0.14,66.47,-1967.33,2760.67,0.0,1.67,0,1,0
2010-12-31,44,38,44,25,30816,82853,-52037,6,Beans,6,11718,Sickness,Fever,17557,Electricity,42933,8,Check food/donations,0.57,700.36,-1182.66,3257.8,0.14,0.86,1,1,1
1999-02-07,96,59,96,10,64898,51915,12983,37,Maize Flour,37,69856,Sickness,Malaria,6891,Electricity,49390,3,Check food/donations,0.1,676.02,135.24,1127.04,0.39,0.61,1,1,1
2012-10-09,97,21,97,10,128716,78553,50163,76,Rice,76,128592,None,Diarrhea,23440,Electricity,17414,4,Check food/donations,0.1,1326.97,517.14,1231.0,0.78,0.22,0,1,0
2017-12-11,54,90,54,27,119511,98643,20868,0,None,0,0,Power Outage,Flu,1115,Electricity,41392,9,Stable,0.5,2213.17,386.44,2613.89,0.0,1.67,1,1,1
2012-06-23,83,44,83,6,118593,53745,64848,39,Rice,39,77220,None,Flu,27378,Gas,46716,5,Check food/donations,0.07,1428.83,781.3,1540.23,0.47,0.53,0,1,1
2003-10-23,93,45,93,5,112054,100191,11863,48,Maize Flour,48,85344,Sickness,Fever,21063,Water,11127,8,Check food/donations,0.05,1204.88,127.56,1423.45,0.52,0.48,1,1,0
2009-08-23,78,93,78,15,10409,41059,-30650,0,None,0,0,Fire,Malaria,8952,Internet,47388,3,Check food/donations,0.19,133.45,-392.95,1248.71,0.0,1.19,1,1,1
2003-11-14,43,28,43,20,101074,25834,75240,15,Maize Flour,15,26910,None,Fever,27615,Gas,10947,9,Check food/donations,0.47,2350.56,1749.77,1497.58,0.35,0.65,0,1,0
2011-03-06,34,39,34,13,118135,53612,64523,0,None,0,0,None,None,0,Gas,12547,9,Stable,0.38,3474.56,1897.74,1945.85,0.0,1.15,0,0,0
2011-09-25,88,79,88,23,92046,29907,62139,9,Maize Flour,9,14571,None,None,0,Gas,44850,7,Check food/donations,0.26,1045.98,706.12,849.51,0.1,0.9,0,0,1
2017-04-15,66,93,66,20,130149,67985,62164,0,None,0,0,None,Flu,17932,Gas,43231,5,Stable,0.3,1971.95,941.88,1956.79,0.0,1.41,0,1,1
2013-11-18,61,96,61,36,72845,70165,2680,0,None,0,0,None,Malaria,18821,Electricity,28924,9,Stable,0.59,1194.18,43.93,1932.95,0.0,1.57,0,1,0
2000-02-17,26,64,26,8,108528,25351,83177,0,None,0,0,None,Flu,17166,Water,32359,10,Stable,0.31,4174.15,3199.12,2879.85,0.0,2.46,0,1,1
2020-08-10,35,17,35,14,15265,66431,-51166,18,Vegetables,18,34866,None,Malaria,22242,Gas,46617,5,Check food/donations,0.4,436.14,-1461.89,3865.43,0.51,0.49,0,1,1
2009-11-22,54,18,54,11,102265,46336,55929,36,Maize Flour,36,70236,None,Diarrhea,9640,Gas,29515,5,Check food/donations,0.2,1893.8,1035.72,1583.17,0.67,0.33,0,1,0
2008-07-20,76,79,76,12,99988,97185,2803,0,None,0,0,None,Fever,7053,Electricity,41246,7,Stable,0.16,1315.63,36.88,1914.26,0.0,1.04,0,1,1
2020-02-15,21,25,21,18,47547,108850,-61303,0,None,0,0,None,Malaria,20333,Internet,39723,7,Check food/donations,0.86,2264.14,-2919.19,8043.14,0.0,1.19,0,1,1
2007-06-03,60,15,60,5,42774,79498,-36724,45,Vegetables,45,72225,None,Diarrhea,20583,Electricity,49854,7,Check food/donations,0.08,712.9,-612.07,2498.92,0.75,0.25,0,1,1
1999-07-03,46,86,46,36,98976,25318,73658,0,None,0,0,Power Outage,Flu,7842,Gas,13578,9,Stable,0.78,2151.65,1601.26,1016.04,0.0,1.87,1,1,0
2006-03-23,29,68,29,35,111463,97800,13663,0,None,0,0,Fire,Diarrhea,5276,Internet,23395,9,Stable,1.21,3843.55,471.14,4361.07,0.0,2.34,1,1,0
2011-09-10,49,28,49,15,61295,27396,33899,21,Maize Flour,21,40824,None,Fever,11361,Internet,19765,3,Check food/donations,0.31,1250.92,691.82,1194.33,0.43,0.57,0,1,0
2020-05-15,88,57,88,32,81534,39269,42265,31,Rice,31,58931,None,Diarrhea,17058,Internet,33867,6,Check food/donations,0.36,926.52,480.28,1024.93,0.35,0.65,0,1,1
2017-08-27,78,14,78,5,120397,57562,62835,64,Rice,64,100096,Power Outage,Fever,23118,Gas,40427,6,Check food/donations,0.06,1543.55,805.58,1552.65,0.82,0.18,1,1,1
2013-12-19,29,52,29,39,74363,92734,-18371,0,None,0,0,None,None,0,Internet,49776,6,Check food/donations,1.34,2564.24,-633.48,4914.14,0.0,1.79,0,0,1
2014-12-10,28,67,28,40,125796,44430,81366,0,None,0,0,None,Flu,29972,Internet,17824,7,Stable,1.43,4492.71,2905.93,3293.79,0.0,2.39,0,1,0
2012-09-21,84,32,84,21,110562,109896,666,52,Maize Flour,52,100880,None,Flu,1781,Electricity,16548,7,Check food/donations,0.25,1316.21,7.93,1526.49,0.62,0.38,0,1,0
2002-09-17,72,83,72,13,142288,52891,89397,0,None,0,0,Water Shortage,Diarrhea,6058,Electricity,40899,6,Stable,0.18,1976.22,1241.62,1386.78,0.0,1.15,1,1,1
2003-07-25,41,48,41,16,58434,33406,25028,0,None,0,0,None,Flu,27340,Electricity,10107,4,Stable,0.39,1425.22,610.44,1728.12,0.0,1.17,0,1,0
1999-03-06,40,53,40,40,131104,108994,22110,0,None,0,0,None,Diarrhea,4767,Electricity,17563,7,Stable,1.0,3277.6,552.75,3283.1,0.0,1.32,0,1,0
2001-11-29,42,69,42,26,92186,57135,35051,0,None,0,0,Power Outage,Diarrhea,20041,Gas,12654,6,Stable,0.62,2194.9,834.55,2138.81,0.0,1.64,1,1,0
2013-04-04,74,68,74,35,22584,103420,-80836,6,Maize Flour,6,9588,Power Outage,Malaria,455,Water,29348,6,Check food/donations,0.47,305.19,-1092.38,1800.31,0.08,0.92,1,1,0
2013-10-11,97,38,97,35,72199,71915,284,59,Rice,59,112749,None,Malaria,10431,Water,42554,5,Check food/donations,0.36,744.32,2.93,1287.63,0.61,0.39,0,1,1
2012-03-18,44,43,44,33,75122,60609,14513,1,Maize Flour,1,1754,Sickness,Malaria,13538,Internet,18754,7,Check food/donations,0.75,1707.32,329.84,2111.39,0.02,0.98,1,1,0
2018-10-25,55,29,55,22,148227,73487,74740,26,Vegetables,26,39364,None,Diarrhea,5420,Internet,30854,9,Check food/donations,0.4,2695.04,1358.91,1995.65,0.47,0.53,0,1,1
2011-11-01,38,37,38,13,145836,93904,51932,1,Maize Flour,1,1988,None,Flu,23144,Internet,19489,4,Check food/donations,0.34,3837.79,1366.63,3593.08,0.03,0.97,0,1,0
2016-12-14,36,31,36,11,48490,100582,-52092,5,Maize Flour,5,9070,None,Diarrhea,26620,Water,10757,8,Check food/donations,0.31,1346.94,-1447.0,3832.19,0.14,0.86,0,1,0
2003-04-20,86,77,86,19,65158,21197,43961,9,Rice,9,17802,Power Outage,Fever,9587,Gas,27984,10,Check food/donations,0.22,757.65,511.17,683.35,0.1,0.9,1,1,0
2004-11-02,69,78,69,32,84634,59082,25552,0,None,0,0,None,Malaria,10219,Gas,18878,6,Stable,0.46,1226.58,370.32,1277.96,0.0,1.13,0,1,0
2019-04-23,29,83,29,10,143171,77748,65423,0,None,0,0,Water Shortage,Flu,19986,Gas,43936,7,Stable,0.34,4936.93,2255.97,4885.17,0.0,2.86,1,1,1
2018-05-17,20,20,20,15,84882,22014,62868,0,None,0,0,None,Flu,2046,Electricity,42509,6,Stable,0.75,4244.1,3143.4,3328.45,0.0,1.0,0,1,1
2002-12-29,92,68,92,23,27297,81832,-54535,24,Rice,24,37416,None,Fever,23415,Water,38400,10,Check food/donations,0.25,296.71,-592.77,1561.38,0.26,0.74,0,1,1
2013-09-13,64,20,64,10,51178,29728,21450,44,Vegetables,44,73436,None,Fever,9512,Internet,20707,10,Check food/donations,0.16,799.66,335.16,936.67,0.69,0.31,0,1,0
2008-08-23,84,97,84,37,95938,63384,32554,0,None,0,0,None,None,0,Internet,39858,4,Stable,0.44,1142.12,387.55,1229.07,0.0,1.15,0,0,1
1999-08-02,37,91,37,35,146232,28356,117876,0,None,0,0,None,Diarrhea,14317,Water,20404,4,Stable,0.95,3952.22,3185.84,1704.78,0.0,2.46,0,1,0
2001-09-11,26,45,26,36,79775,108824,-29049,0,None,0,0,None,None,0,Electricity,35180,8,Check food/donations,1.38,3068.27,-1117.27,5538.62,0.0,1.73,0,0,1
2016-02-27,40,36,40,21,20352,77826,-57474,4,Vegetables,4,6624,None,None,0,Internet,46448,6,Check food/donations,0.53,508.8,-1436.85,3106.85,0.1,0.9,0,0,1
1999-11-20,51,79,51,7,112164,113596,-1432,0,None,0,0,None,None,0,Water,40438,7,Check food/donations,0.14,2199.29,-28.08,3020.27,0.0,1.55,0,0,1
2007-09-03,94,56,94,33,25702,31728,-6026,38,Rice,38,57950,None,Diarrhea,5087,Internet,40746,8,Check food/donations,0.35,273.43,-64.11,825.12,0.4,0.6,0,1,1
2002-03-27,45,44,45,26,138862,87208,51654,1,Rice,1,1660,None,Fever,25758,Internet,42867,7,Check food/donations,0.58,3085.82,1147.87,3462.96,0.02,0.98,0,1,1
2006-07-24,34,24,34,18,42118,69883,-27765,10,Maize Flour,10,17020,None,Diarrhea,3431,Electricity,25338,8,Check food/donations,0.53,1238.76,-816.62,2901.53,0.29,0.71,0,1,0
2002-04-16,26,66,26,28,34845,28886,5959,0,None,0,0,None,Flu,26093,Gas,21036,5,Stable,1.08,1340.19,229.19,2923.65,0.0,2.54,0,1,0
2004-02-21,52,41,52,30,21453,93685,-72232,11,Rice,11,17853,None,Fever,24058,Internet,21445,10,Check food/donations,0.58,412.56,-1389.08,2676.69,0.21,0.79,0,1,0
2002-11-11,53,40,53,34,60190,78829,-18639,13,Rice,13,24609,Fire,Fever,22052,Electricity,41677,4,Check food/donations,0.64,1135.66,-351.68,2689.77,0.25,0.75,1,1,1
2016-08-28,80,18,80,10,68118,99411,-31293,62,Beans,62,96968,None,Malaria,19,Electricity,49507,4,Check food/donations,0.12,851.48,-391.16,1861.71,0.78,0.23,0,1,1
2000-11-21,73,45,73,8,135993,96695,39298,28,Rice,28,47236,None,Malaria,14465,Water,48172,4,Check food/donations,0.11,1862.92,538.33,2182.63,0.38,0.62,0,1,1
1999-12-27,88,71,88,35,131335,113964,17371,17,Vegetables,17,32385,None,Flu,25372,Internet,20324,4,Check food/donations,0.4,1492.44,197.4,1814.32,0.19,0.81,0,1,0
2011-11-29,54,57,54,5,110310,117675,-7365,0,None,0,0,None,Fever,21760,Electricity,15241,9,Check food/donations,0.09,2042.78,-136.39,2864.37,0.0,1.06,0,1,0
2015-11-13,27,19,27,13,115765,118435,-2670,8,Vegetables,8,12344,None,Fever,16643,Water,24995,6,Check food/donations,0.48,4287.59,-98.89,5928.63,0.3,0.7,0,1,0
2007-12-13,98,99,98,12,111228,33998,77230,0,None,0,0,Sickness,Fever,24085,Gas,32787,6,Stable,0.12,1134.98,788.06,927.24,0.0,1.01,1,1,1
2006-11-08,23,80,23,14,13275,70197,-56922,0,None,0,0,Fire,None,0,Electricity,44406,5,Check food/donations,0.61,577.17,-2474.87,4982.74,0.0,3.48,1,0,1
2019-11-26,53,56,53,21,78237,30936,47301,0,None,0,0,None,Fever,5443,Internet,13611,6,Stable,0.4,1476.17,892.47,943.21,0.0,1.06,0,1,0
2015-06-30,68,81,68,11,132333,45392,86941,0,None,0,0,None,None,0,Water,34418,8,Stable,0.16,1946.07,1278.54,1173.68,0.0,1.19,0,0,1
2002-03-14,92,78,92,10,96090,61401,34689,14,Beans,14,22134,Sickness,Diarrhea,7360,Electricity,40230,10,Check food/donations,0.11,1044.46,377.05,1184.68,0.15,0.85,1,1,1
2008-05-16,77,38,77,20,9913,104617,-94704,39,Vegetables,39,70551,None,Flu,2275,Gas,44850,10,Check food/donations,0.26,128.74,-1229.92,1970.68,0.51,0.49,0,1,1
2014-10-01,55,47,55,11,69476,69641,-165,8,Vegetables,8,14808,None,Fever,21003,Water,37929,7,Check food/donations,0.2,1263.2,-3.0,2337.69,0.15,0.85,0,1,1
2010-12-05,80,29,80,23,94555,26158,68397,51,Beans,51,89658,None,None,0,Water,24209,5,Check food/donations,0.29,1181.94,854.96,629.59,0.64,0.36,0,0,0
2019-01-28,22,26,22,7,103593,107379,-3786,0,None,0,0,None,Fever,179,Internet,12151,3,Check food/donations,0.32,4708.77,-172.09,5441.32,0.0,1.18,0,1,0
2008-12-26,76,63,76,27,106237,102737,3500,13,Beans,13,25480,None,Flu,1547,Internet,36678,9,Check food/donations,0.36,1397.86,46.05,1854.76,0.17,0.83,0,1,1
1999-06-01,39,49,39,32,46071,73738,-27667,0,None,0,0,None,Malaria,28316,Water,41211,4,Check food/donations,0.82,1181.31,-709.41,3673.46,0.0,1.26,0,1,1
2018-01-31,44,66,44,21,134536,96006,38530,0,None,0,0,None,Fever,22796,Electricity,34983,8,Stable,0.48,3057.64,875.68,3495.11,0.0,1.5,0,1,1
2000-06-14,44,76,44,25,1146,114867,-113721,0,None,0,0,None,None,0,Internet,45962,6,Check food/donations,0.57,26.05,-2584.57,3655.2,0.0,1.73,0,0,1
2015-10-20,87,23,87,18,108314,67658,40656,64,Beans,64,121600,Sickness,Fever,28158,Water,17777,9,Check food/donations,0.21,1244.99,467.31,1305.67,0.74,0.26,1,1,0
2007-03-06,24,68,24,27,133301,68699,64602,0,None,0,0,None,None,0,Electricity,31688,8,Stable,1.12,5554.21,2691.75,4182.79,0.0,2.83,0,0,1
2017-11-19,99,47,99,23,113726,64114,49612,52,Vegetables,52,83668,None,Fever,2035,Electricity,31692,7,Check food/donations,0.23,1148.75,501.13,988.29,0.53,0.47,0,1,1
2010-04-13,61,85,61,25,97885,113181,-15296,0,None,0,0,None,Malaria,5712,Water,31077,9,Check food/donations,0.41,1604.67,-250.75,2458.52,0.0,1.39,0,1,1
2002-03-26,72,82,72,17,40092,83121,-43029,0,None,0,0,None,Flu,23577,Water,26065,5,Check food/donations,0.24,556.83,-597.62,1843.93,0.0,1.14,0,1,0
2002-03-28,87,68,87,36,103920,109885,-5965,19,Rice,19,31920,Power Outage,None,0,Gas,13152,10,Check food/donations,0.41,1194.48,-68.56,1414.22,0.22,0.78,1,0,0
2016-10-10,27,68,27,25,140131,86657,53474,0,None,0,0,Power Outage,Fever,29875,Water,49696,10,Stable,0.93,5190.04,1980.52,6156.59,0.0,2.52,1,1,1
1999-01-11,64,98,64,6,113964,44957,69007,0,None,0,0,None,Fever,4197,Water,10050,8,Stable,0.09,1780.69,1078.23,925.06,0.0,1.53,0,1,0
2004-11-04,50,42,50,9,50272,82548,-32276,8,Beans,8,15232,None,Malaria,21377,Gas,19262,9,Check food/donations,0.18,1005.44,-645.52,2463.74,0.16,0.84,0,1,0
2019-06-18,48,81,48,37,143044,64289,78755,0,None,0,0,None,Flu,26926,Internet,40525,6,Stable,0.77,2980.08,1640.73,2744.58,0.0,1.69,0,1,1
2009-08-14,72,64,72,6,147943,77400,70543,8,Rice,8,13608,None,Flu,9950,Electricity,48079,6,Check food/donations,0.08,2054.76,979.76,1880.96,0.11,0.89,0,1,1
2006-02-28,86,99,86,40,116113,31972,84141,0,None,0,0,None,None,0,Gas,49994,6,Stable,0.47,1350.15,978.38,953.09,0.0,1.15,0,0,1
2003-05-15,24,28,24,13,48087,46964,1123,0,None,0,0,Fire,Malaria,7996,Water,15813,6,Stable,0.54,2003.62,46.79,2948.88,0.0,1.17,1,1,0
2016-04-22,25,21,25,15,137615,60715,76900,4,Vegetables,4,6272,None,Malaria,28462,Internet,40086,9,Check food/donations,0.6,5504.6,3076.0,5170.52,0.16,0.84,0,1,1
2019-05-14,24,93,24,10,120656,50101,70555,0,None,0,0,None,None,0,Water,20160,7,Stable,0.42,5027.33,2939.79,2927.54,0.0,3.88,0,0,0
2008-09-25,83,68,83,35,145563,34165,111398,15,Beans,15,23370,None,Malaria,13270,Internet,14185,10,Check food/donations,0.42,1753.77,1342.14,742.41,0.18,0.82,0,1,0
2005-06-23,37,46,37,21,107090,116398,-9308,0,None,0,0,Power Outage,None,0,Internet,16679,7,Check food/donations,0.57,2894.32,-251.57,3596.68,0.0,1.24,1,0,0
2004-02-01,70,14,70,14,146497,40789,105708,56,Maize Flour,56,88536,None,Malaria,20339,Internet,32616,9,Check food/donations,0.2,2092.81,1510.11,1339.2,0.8,0.2,0,1,1
2006-07-01,70,15,70,8,129066,54534,74532,55,Vegetables,55,99275,None,Fever,82,Internet,26454,10,Check food/donations,0.11,1843.8,1064.74,1158.14,0.79,0.21,0,1,0
2014-11-14,35,81,35,18,89851,107556,-17705,0,None,0,0,None,Flu,4171,Internet,28737,9,Check food/donations,0.51,2567.17,-505.86,4013.26,0.0,2.31,0,1,0
2014-06-12,33,20,33,9,52197,36361,15836,13,Maize Flour,13,20098,None,None,0,Water,23209,5,Check food/donations,0.27,1581.73,479.88,1805.15,0.39,0.61,0,0,0
2020-11-22,85,22,85,11,66135,20155,45980,63,Rice,63,109242,Power Outage,Flu,26876,Gas,26802,8,Check food/donations,0.13,778.06,540.94,868.62,0.74,0.26,1,1,0
1999-12-26,91,49,91,28,89569,50043,39526,42,Beans,42,64428,Fire,Diarrhea,7738,Electricity,39035,7,Check food/donations,0.31,984.27,434.35,1063.91,0.46,0.54,1,1,1
2003-02-15,47,76,47,7,9695,62563,-52868,0,None,0,0,Fire,Fever,20060,Internet,48075,3,Check food/donations,0.15,206.28,-1124.85,2780.81,0.0,1.62,1,1,1
2014-12-25,56,24,56,14,81419,61360,20059,32,Beans,32,51808,None,None,0,Water,26488,3,Check food/donations,0.25,1453.91,358.2,1568.71,0.57,0.43,0,0,0
2014-04-27,54,14,54,11,138105,91280,46825,40,Beans,40,61160,None,None,0,Gas,49405,3,Check food/donations,0.2,2557.5,867.13,2605.28,0.74,0.26,0,0,1
2019-05-01,85,28,85,19,54624,93475,-38851,57,Rice,57,90744,None,Flu,19280,Water,48232,6,Check food/donations,0.22,642.64,-457.07,1893.96,0.67,0.33,0,1,1
2006-10-07,81,59,81,33,48500,86673,-38173,22,Beans,22,36190,None,Malaria,10022,Electricity,49932,5,Check food/donations,0.41,598.77,-471.27,1810.21,0.27,0.73,0,1,1
2020-04-19,30,31,30,22,26829,75996,-49167,0,None,0,0,None,Malaria,12978,Electricity,30308,7,Check food/donations,0.73,894.3,-1638.9,3976.07,0.0,1.03,0,1,1
2008-01-10,50,39,50,37,57159,49121,8038,11,Rice,11,19360,Fire,Flu,17631,Electricity,39797,5,Check food/donations,0.74,1143.18,160.76,2130.98,0.22,0.78,1,1,1
2015-04-24,54,56,54,9,36474,32140,4334,0,None,0,0,None,Fever,5949,Internet,41166,7,Stable,0.17,675.44,80.26,1467.69,0.0,1.04,0,1,1
2005-09-20,33,15,33,12,111447,90475,20972,18,Maize Flour,18,28278,None,Fever,8713,Internet,22886,8,Check food/donations,0.36,3377.18,635.52,3699.21,0.55,0.45,0,1,0
2019-11-26,57,18,57,11,138895,119525,19370,39,Maize Flour,39,75543,None,Malaria,16541,Internet,43766,5,Check food/donations,0.19,2436.75,339.82,3154.95,0.68,0.32,0,1,1
2014-01-03,51,75,51,25,97697,42924,54773,0,None,0,0,None,Fever,7850,Internet,11561,7,Stable,0.49,1915.63,1073.98,1222.25,0.0,1.47,0,1,0
2007-06-20,86,24,86,9,74737,74013,724,62,Maize Flour,62,118606,Water Shortage,Malaria,14488,Gas,40586,6,Check food/donations,0.1,869.03,8.42,1501.01,0.72,0.28,1,1,1
2000-03-18,37,66,37,16,7591,69319,-61728,0,None,0,0,None,None,0,Internet,25725,4,Check food/donations,0.43,205.16,-1668.32,2568.76,0.0,1.78,0,0,0
2011-05-17,85,68,85,20,149742,42045,107697,17,Vegetables,17,27693,None,Diarrhea,5720,Water,37866,7,Check food/donations,0.24,1761.67,1267.02,1007.42,0.2,0.8,0,1,1
2017-01-26,86,86,86,9,71220,71692,-472,0,None,0,0,None,None,0,Water,20705,3,Check food/donations,0.1,828.14,-5.49,1074.38,0.0,1.0,0,0,0
2010-04-02,64,50,64,37,51130,20707,30423,14,Beans,14,23254,None,Fever,16011,Gas,41410,3,Check food/donations,0.58,798.91,475.36,1220.75,0.22,0.78,0,1,1
2006-05-16,61,14,61,7,45339,90186,-44847,47,Rice,47,81075,None,Fever,13801,Internet,17625,6,Check food/donations,0.11,743.26,-735.2,1993.64,0.77,0.23,0,1,0
2012-11-01,31,26,31,23,67897,42496,25401,5,Vegetables,5,8215,None,None,0,Electricity,28839,4,Check food/donations,0.74,2190.23,819.39,2301.13,0.16,0.84,0,0,0
2015-10-18,21,94,21,24,44730,24236,20494,0,None,0,0,None,Malaria,21244,Electricity,32483,6,Stable,1.14,2130.0,975.9,3712.52,0.0,4.48,0,1,1
2016-07-22,97,35,97,14,22203,65196,-42993,62,Maize Flour,62,98828,None,Malaria,14605,Gas,48041,8,Check food/donations,0.14,228.9,-443.23,1317.96,0.64,0.36,0,1,1
2019-01-09,25,21,25,6,77788,75464,2324,4,Rice,4,6796,None,Fever,26701,Internet,32642,9,Check food/donations,0.24,3111.52,92.96,5392.28,0.16,0.84,0,1,1
2013-04-14,48,74,48,23,99839,90639,9200,0,None,0,0,None,Fever,9532,Gas,24001,4,Stable,0.48,2079.98,191.67,2586.92,0.0,1.54,0,1,0
2003-10-25,40,83,40,12,80993,41894,39099,0,None,0,0,Sickness,Fever,27882,Water,15514,5,Stable,0.3,2024.83,977.48,2132.25,0.0,2.08,1,1,0
2015-03-19,100,25,100,8,52372,92974,-40602,75,Maize Flour,75,137250,None,Fever,9905,Water,14322,5,Check food/donations,0.08,523.72,-406.02,1172.01,0.75,0.25,0,1,0
2019-01-04,35,91,35,19,54057,93636,-39579,0,None,0,0,None,Fever,18936,Internet,22090,9,Check food/donations,0.54,1544.49,-1130.83,3847.49,0.0,2.6,0,1,0
2001-11-19,26,44,26,17,126868,53824,73044,0,None,0,0,None,Diarrhea,21339,Gas,48093,5,Stable,0.65,4879.54,2809.38,4740.62,0.0,1.69,0,1,1
2018-05-25,76,79,76,12,87480,52041,35439,0,None,0,0,None,Flu,13332,Gas,29844,7,Stable,0.16,1151.05,466.3,1252.86,0.0,1.04,0,1,0
2008-07-16,77,16,77,6,31739,99687,-67948,61,Maize Flour,61,121085,Sickness,Malaria,5565,Electricity,43665,5,Check food/donations,0.08,412.19,-882.44,1933.99,0.79,0.21,1,1,1
2012-07-02,27,22,27,19,15864,111755,-95891,5,Vegetables,5,8475,None,Malaria,24540,Internet,12578,8,Check food/donations,0.7,587.56,-3551.52,5513.81,0.19,0.81,0,1,0
2016-02-27,74,85,74,5,26017,27173,-1156,0,None,0,0,Water Shortage,Malaria,29432,Water,23998,6,Check food/donations,0.07,351.58,-15.62,1089.23,0.0,1.15,1,1,0
2008-03-07,59,69,59,37,43324,109709,-66385,0,None,0,0,None,Fever,14469,Water,25697,9,Check food/donations,0.63,734.31,-1125.17,2540.25,0.0,1.17,0,1,0
2003-04-12,96,65,96,36,50011,77527,-27516,31,Beans,31,61690,None,Fever,29400,Internet,43116,3,Check food/donations,0.38,520.95,-286.62,1562.95,0.32,0.68,0,1,1
2018-09-21,85,39,85,13,12165,78374,-66209,46,Vegetables,46,69736,None,Malaria,25402,Water,33307,6,Check food/donations,0.15,143.12,-778.93,1612.74,0.54,0.46,0,1,1
2008-02-22,40,98,40,26,146413,34695,111718,0,None,0,0,Sickness,Flu,10157,Internet,35635,4,Stable,0.65,3660.32,2792.95,2012.17,0.0,2.45,1,1,1
1999-05-28,60,64,60,21,57814,35879,21935,0,None,0,0,None,None,0,Internet,30319,4,Stable,0.35,963.57,365.58,1103.3,0.0,1.07,0,0,1
2006-07-03,84,34,84,26,113894,37111,76783,50,Vegetables,50,98900,None,None,0,Electricity,37698,4,Check food/donations,0.31,1355.88,914.08,890.58,0.6,0.4,0,0,1
2020-01-03,67,28,67,9,81749,59482,22267,39,Maize Flour,39,77220,None,Flu,5308,Water,18872,4,Check food/donations,0.13,1220.13,332.34,1248.69,0.58,0.42,0,1,0
2019-10-18,25,70,25,17,88491,85999,2492,0,None,0,0,Sickness,Malaria,15397,Internet,43412,10,Stable,0.68,3539.64,99.68,5792.32,0.0,2.8,1,1,1
1999-03-30,90,67,90,15,77735,34233,43502,23,Beans,23,38341,None,Malaria,12223,Gas,24955,6,Check food/donations,0.17,863.72,483.36,793.46,0.26,0.74,0,1,0
2007-11-06,28,60,28,9,81697,41544,40153,0,None,0,0,None,Fever,29188,Water,44928,5,Stable,0.32,2917.75,1434.04,4130.71,0.0,2.14,0,1,1
