Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost,Daily_Status
2011-05-22,28,28,28,10,36938,60512,-23574,0,None,0,0,None,None,0,Water,38490,6,Check food/donations,0.36,1319.21,-841.93,3535.79,0.0,1.0,0,0,0,Critical
2022-04-28,61,35,61,35,46332,115679,-69347,26,Rice,26,57148,None,None,0,Electricity,31025,7,Check food/donations,0.57,759.54,-1136.84,2404.98,0.43,0.57,0,0,0,Warning
2022-05-22,84,24,84,24,147639,16897,130742,60,Beans,60,99540,Water Shortage,None,0,Water,29065,10,Check food/donations,0.29,1757.61,1556.45,547.17,0.71,0.29,1,0,0,Warning
2013-11-01,34,35,34,35,80353,117409,-37056,0,None,0,0,Power Outage,None,0,Internet,33137,4,Check food/donations,1.03,2363.32,-1089.88,4427.82,0.0,1.03,1,0,0,Warning
2019-08-12,53,74,53,7,10053,108724,-98671,0,None,0,0,Water Shortage,Fever,14114,Water,28592,7,Check food/donations,0.13,189.68,-1861.72,2857.17,0.0,1.4,1,1,0,Warning
2022-05-15,82,13,82,13,185252,29431,155821,69,Maize Flour,69,158217,Water Shortage,None,0,Gas,37441,9,Check food/donations,0.16,2259.17,1900.26,815.51,0.84,0.16,1,0,0,Warning
2018-10-22,63,107,63,41,163059,42008,121051,0,None,0,0,None,Diarrhea,17253,Gas,35525,9,Stable,0.65,2588.24,1921.44,1504.54,0.0,1.7,0,1,0,Warning
2012-06-29,96,53,96,26,24141,147864,-123723,43,Beans,43,99760,Fire,Fever,4711,Water,26635,4,Check food/donations,0.27,251.47,-1288.78,1866.77,0.45,0.55,1,1,0,Warning
2019-02-20,21,85,21,13,5006,64260,-59254,0,None,0,0,Power Outage,None,0,Water,38088,6,Check food/donations,0.62,238.38,-2821.62,4873.71,0.0,4.05,1,0,0,Warning
2014-06-08,80,59,80,31,41681,57189,-15508,21,Maize Flour,21,33936,Water Shortage,Flu,28474,Electricity,57269,3,Check food/donations,0.39,521.01,-193.85,1786.65,0.26,0.74,1,1,1,Warning
2019-01-10,94,50,94,31,99474,109325,-9851,44,Vegetables,44,103884,Sickness,None,0,Internet,27704,6,Check food/donations,0.33,1058.23,-104.8,1457.76,0.47,0.53,1,0,0,Warning
2014-03-18,100,20,100,12,188342,30944,157398,80,Rice,80,163440,Power Outage,None,0,Water,30927,5,Check food/donations,0.12,1883.42,1573.98,618.71,0.8,0.2,1,0,0,Warning
2010-11-25,45,68,45,43,11327,94511,-83184,0,None,0,0,Fire,Flu,19324,Electricity,59263,4,Check food/donations,0.96,251.71,-1848.53,3846.62,0.0,1.51,1,1,1,Warning
2023-07-19,33,60,33,60,157258,134062,23196,0,None,0,0,None,None,0,Internet,47288,6,Stable,1.82,4765.39,702.91,5495.45,0.0,1.82,0,0,1,Critical
2015-03-12,98,119,98,77,117736,36072,81664,0,None,0,0,None,None,0,Gas,42660,8,Stable,0.79,1201.39,833.31,803.39,0.0,1.21,0,0,1,Good
2016-12-02,82,79,82,76,59304,119656,-60352,3,Vegetables,3,5571,Power Outage,None,0,Gas,16864,4,Check food/donations,0.93,723.22,-736.0,1664.88,0.04,0.96,1,0,0,Warning
2023-08-17,44,73,44,6,165904,68684,97220,0,None,0,0,None,Diarrhea,22106,Internet,45057,7,Stable,0.14,3770.55,2209.55,3087.43,0.0,1.66,0,1,1,Warning
2015-01-17,46,94,46,20,134255,62000,72255,0,None,0,0,None,None,0,Internet,45844,5,Stable,0.43,2918.59,1570.76,2344.43,0.0,2.04,0,0,1,Good
2016-12-26,24,23,24,23,104719,114847,-10128,1,Vegetables,1,2463,None,None,0,Water,57342,9,Check food/donations,0.96,4363.29,-422.0,7174.54,0.04,0.96,0,0,1,Critical
2013-03-22,26,59,26,59,2313,149973,-147660,0,None,0,0,None,Fever,24078,Gas,56700,6,Check food/donations,2.27,88.96,-5679.23,8875.04,0.0,2.27,0,1,1,Warning
2024-05-17,83,47,83,11,186568,112364,74204,36,Maize Flour,36,84708,None,None,0,Internet,30070,3,Check food/donations,0.13,2247.81,894.02,1716.07,0.43,0.57,0,0,0,Warning
2013-01-25,52,65,52,24,169426,63783,105643,0,None,0,0,None,Malaria,29963,Gas,26257,10,Stable,0.46,3258.19,2031.6,2307.75,0.0,1.25,0,1,0,Warning
2022-03-20,27,65,27,7,161530,128189,33341,0,None,0,0,None,Malaria,26285,Internet,45103,8,Stable,0.26,5982.59,1234.85,7391.74,0.0,2.41,0,1,1,Warning
2013-03-04,49,26,49,26,199122,21393,177729,23,Maize Flour,23,50991,Water Shortage,None,0,Gas,19038,6,Check food/donations,0.53,4063.71,3627.12,825.12,0.47,0.53,1,0,0,Warning
2014-05-12,65,86,65,22,186973,117882,69091,0,None,0,0,None,Fever,14897,Water,38395,10,Stable,0.34,2876.51,1062.94,2633.45,0.0,1.32,0,1,0,Warning
2011-05-12,36,29,36,29,111984,81737,30247,7,Maize Flour,7,16121,None,None,0,Internet,46602,9,Check food/donations,0.81,3110.67,840.19,3564.97,0.19,0.81,0,0,1,Warning
2021-02-20,48,31,48,31,88761,46708,42053,17,Maize Flour,17,32827,None,None,0,Internet,59266,7,Check food/donations,0.65,1849.19,876.1,2207.79,0.35,0.65,0,0,1,Warning
2017-08-07,72,105,72,19,108604,115748,-7144,0,None,0,0,Fire,None,0,Electricity,52652,4,Check food/donations,0.26,1508.39,-99.22,2338.89,0.0,1.46,1,0,1,Warning
2012-04-06,83,37,83,37,163908,109257,54651,46,Beans,46,101982,None,None,0,Gas,48820,10,Check food/donations,0.45,1974.8,658.45,1904.54,0.55,0.45,0,0,1,Warning
2018-07-18,33,31,33,5,17755,149797,-132042,2,Vegetables,2,4352,Water Shortage,Malaria,10452,Water,27101,7,Check food/donations,0.15,538.03,-4001.27,5677.27,0.06,0.94,1,1,0,Warning
2022-05-21,24,14,24,14,124480,68779,55701,10,Vegetables,10,21780,None,None,0,Internet,22577,10,Check food/donations,0.58,5186.67,2320.88,3806.5,0.42,0.58,0,0,0,Warning
2012-12-06,27,98,27,18,111073,141839,-30766,0,None,0,0,None,Diarrhea,17317,Gas,18893,8,Check food/donations,0.67,4113.81,-1139.48,6594.41,0.0,3.63,0,1,0,Warning
2018-08-13,58,13,58,13,64145,53670,10475,45,Maize Flour,45,89235,Water Shortage,None,0,Gas,24791,6,Check food/donations,0.22,1105.95,180.6,1352.78,0.78,0.22,1,0,0,Warning
2024-12-15,80,54,80,22,30470,94145,-63675,26,Rice,26,58578,Power Outage,None,0,Electricity,37893,8,Check food/donations,0.28,380.88,-795.94,1650.47,0.33,0.68,1,0,0,Warning
2015-12-02,49,58,49,58,132272,100381,31891,0,None,0,0,None,None,0,Gas,37044,3,Stable,1.18,2699.43,650.84,2804.59,0.0,1.18,0,0,0,Good
2013-10-24,66,109,66,6,53664,129499,-75835,0,None,0,0,Fire,Diarrhea,13832,Gas,16317,10,Check food/donations,0.09,813.09,-1149.02,2418.91,0.0,1.65,1,1,0,Warning
2024-12-08,35,24,35,24,96543,108698,-12155,11,Vegetables,11,17204,None,None,0,Gas,17051,8,Check food/donations,0.69,2758.37,-347.29,3592.83,0.31,0.69,0,0,0,Warning
2019-08-19,53,87,53,31,124997,95514,29483,0,None,0,0,None,None,0,Internet,30475,6,Stable,0.58,2358.43,556.28,2377.15,0.0,1.64,0,0,0,Critical
2015-04-01,90,104,90,8,55371,18911,36460,0,None,0,0,None,None,0,Internet,24969,10,Stable,0.09,615.23,405.11,487.56,0.0,1.16,0,0,0,Good
2021-03-26,54,52,54,18,86889,59984,26905,2,Rice,2,3250,None,None,0,Internet,50132,6,Check food/donations,0.33,1609.06,498.24,2039.19,0.04,0.96,0,0,1,Critical
2011-08-12,78,33,78,33,171269,130472,40797,45,Vegetables,45,67815,Water Shortage,None,0,Gas,37736,4,Check food/donations,0.42,2195.76,523.04,2156.51,0.58,0.42,1,0,0,Warning
2023-07-26,58,52,58,36,156638,149030,7608,6,Vegetables,6,9864,Water Shortage,Malaria,27398,Water,41272,6,Check food/donations,0.62,2700.66,131.17,3753.45,0.1,0.9,1,1,1,Warning
2010-10-27,64,29,64,29,108123,81656,26467,35,Maize Flour,35,84315,None,Diarrhea,14877,Electricity,47301,8,Check food/donations,0.45,1689.42,413.55,2247.41,0.55,0.45,0,1,1,Warning
2015-11-30,36,104,36,78,18473,122610,-104137,0,None,0,0,Water Shortage,None,0,Gas,51057,9,Check food/donations,2.17,513.14,-2892.69,4824.08,0.0,2.89,1,0,1,Warning
2016-02-13,63,44,63,17,192528,87513,105015,19,Rice,19,35340,Water Shortage,None,0,Internet,31932,7,Check food/donations,0.27,3056.0,1666.9,1895.95,0.3,0.7,1,0,0,Warning
2019-02-04,68,54,68,24,163310,45959,117351,14,Vegetables,14,22442,Power Outage,Fever,13381,Electricity,51299,10,Check food/donations,0.35,2401.62,1725.75,1627.04,0.21,0.79,1,1,1,Warning
2015-06-07,93,106,93,79,27367,140290,-112923,0,None,0,0,None,Diarrhea,27750,Internet,25690,5,Check food/donations,0.85,294.27,-1214.23,2083.12,0.0,1.14,0,1,0,Warning
2012-05-13,33,78,33,54,33747,82279,-48532,0,None,0,0,Water Shortage,None,0,Electricity,32707,4,Check food/donations,1.64,1022.64,-1470.67,3484.42,0.0,2.36,1,0,0,Warning
2014-10-07,72,107,72,53,21430,112475,-91045,0,None,0,0,Water Shortage,None,0,Internet,15246,6,Check food/donations,0.74,297.64,-1264.51,1773.9,0.0,1.49,1,0,0,Warning
2012-04-15,59,113,59,80,47926,94255,-46329,0,None,0,0,None,None,0,Electricity,23804,10,Check food/donations,1.36,812.31,-785.24,2001.0,0.0,1.92,0,0,0,Critical
2015-07-06,89,68,89,26,25377,135345,-109968,21,Beans,21,42189,Fire,None,0,Electricity,53311,3,Check food/donations,0.29,285.13,-1235.6,2119.73,0.24,0.76,1,0,1,Warning
2022-04-18,67,38,67,38,185637,140785,44852,29,Rice,29,45414,Water Shortage,None,0,Gas,54479,6,Check food/donations,0.57,2770.7,669.43,2914.39,0.43,0.57,1,0,1,Warning
2019-09-20,72,95,72,12,120783,70338,50445,0,None,0,0,None,Malaria,28234,Internet,49434,3,Stable,0.17,1677.54,700.62,2055.64,0.0,1.32,0,1,1,Warning
2015-08-22,94,72,94,72,131425,138369,-6944,22,Maize Flour,22,35244,Water Shortage,None,0,Internet,40074,9,Check food/donations,0.77,1398.14,-73.87,1898.33,0.23,0.77,1,0,1,Warning
2015-08-27,50,31,50,16,65643,129770,-64127,19,Maize Flour,19,47424,None,None,0,Electricity,42155,10,Check food/donations,0.32,1312.86,-1282.54,3438.5,0.38,0.62,0,0,1,Warning
2012-10-15,52,23,52,16,85609,45129,40480,29,Maize Flour,29,44051,Power Outage,Fever,16058,Electricity,21026,3,Check food/donations,0.31,1646.33,778.46,1581.02,0.56,0.44,1,1,0,Warning
2012-02-24,76,8,76,8,22084,59854,-37770,68,Beans,68,162792,None,None,0,Electricity,58282,6,Check food/donations,0.11,290.58,-496.97,1554.42,0.89,0.11,0,0,1,Warning
2019-03-22,29,61,29,50,78571,21843,56728,0,None,0,0,None,Diarrhea,27380,Electricity,18075,9,Stable,1.72,2709.34,1956.14,2320.62,0.0,2.1,0,1,0,Warning
2019-08-16,86,80,86,72,196459,141575,54884,6,Vegetables,6,13626,None,Flu,24323,Internet,45351,8,Check food/donations,0.84,2284.41,638.19,2456.38,0.07,0.93,0,1,1,Warning
2013-10-10,28,28,28,28,157734,21985,135749,0,None,0,0,None,Malaria,9453,Electricity,27005,5,Stable,1.0,5633.36,4848.18,2087.25,0.0,1.0,0,1,0,Warning
2015-12-10,40,89,40,28,79409,27931,51478,0,None,0,0,None,None,0,Electricity,39826,4,Stable,0.7,1985.22,1286.95,1693.92,0.0,2.23,0,0,0,Good
2020-04-10,21,7,21,7,69003,122061,-53058,14,Rice,14,27692,Power Outage,None,0,Internet,43678,6,Check food/donations,0.33,3285.86,-2526.57,7892.33,0.67,0.33,1,0,1,Warning
2010-05-29,50,89,50,51,15506,26706,-11200,0,None,0,0,None,None,0,Electricity,41437,5,Check food/donations,1.02,310.12,-224.0,1362.86,0.0,1.78,0,0,1,Critical
2010-02-05,57,83,57,62,16686,34784,-18098,0,None,0,0,None,Fever,32033,Gas,16362,10,Check food/donations,1.09,292.74,-317.51,1459.28,0.0,1.46,0,1,0,Warning
2015-07-13,47,28,47,15,73304,57985,15319,19,Vegetables,19,38855,Water Shortage,None,0,Electricity,57271,8,Check food/donations,0.32,1559.66,325.94,2452.26,0.4,0.6,1,0,1,Warning
2014-10-31,96,91,96,54,3871,136077,-132206,5,Beans,5,10455,None,Fever,19672,Electricity,21389,10,Check food/donations,0.56,40.32,-1377.15,1845.19,0.05,0.95,0,1,0,Warning
2017-07-06,89,103,89,56,112382,78245,34137,0,None,0,0,None,None,0,Internet,29487,3,Stable,0.63,1262.72,383.56,1210.47,0.0,1.16,0,0,0,Good
2024-04-06,72,60,72,60,99123,128164,-29041,12,Maize Flour,12,26916,None,None,0,Internet,59466,5,Check food/donations,0.83,1376.71,-403.35,2605.97,0.17,0.83,0,0,1,Warning
2020-04-27,84,11,84,11,160334,98569,61765,73,Beans,73,169652,Sickness,None,0,Internet,16744,10,Check food/donations,0.13,1908.74,735.3,1372.77,0.87,0.13,1,0,0,Warning
2016-01-08,51,50,51,50,25233,90360,-65127,1,Beans,1,2162,None,None,0,Internet,24806,4,Check food/donations,0.98,494.76,-1277.0,2258.16,0.02,0.98,0,0,0,Critical
2023-08-10,49,60,49,11,133665,90082,43583,0,None,0,0,None,None,0,Gas,36945,5,Stable,0.22,2727.86,889.45,2592.39,0.0,1.22,0,0,0,Good
2011-08-08,99,48,99,13,72803,80293,-7490,51,Beans,51,92412,Sickness,None,0,Electricity,22231,9,Check food/donations,0.13,735.38,-75.66,1035.6,0.52,0.48,1,0,0,Warning
2014-03-24,95,37,95,9,82958,103681,-20723,58,Vegetables,58,129224,None,None,0,Electricity,46887,4,Check food/donations,0.09,873.24,-218.14,1584.93,0.61,0.39,0,0,1,Warning
2013-04-08,93,20,93,20,180117,110056,70061,73,Maize Flour,73,166586,None,None,0,Water,40215,8,Check food/donations,0.22,1936.74,753.34,1615.82,0.78,0.22,0,0,1,Warning
2022-10-06,100,57,100,14,76762,149399,-72637,43,Rice,43,71810,Power Outage,None,0,Electricity,18922,4,Check food/donations,0.14,767.62,-726.37,1683.21,0.43,0.57,1,0,0,Warning
2014-03-25,86,11,86,5,63861,82690,-18829,75,Beans,75,121125,None,None,0,Internet,56297,4,Check food/donations,0.06,742.57,-218.94,1616.13,0.87,0.13,0,0,1,Warning
2014-08-08,25,9,25,9,181757,138179,43578,16,Rice,16,31824,Power Outage,Fever,4441,Internet,32308,7,Check food/donations,0.36,7270.28,1743.12,6997.12,0.64,0.36,1,1,0,Warning
2012-09-08,29,55,29,55,142197,39267,102930,0,None,0,0,None,None,0,Water,19142,8,Stable,1.9,4903.34,3549.31,2014.1,0.0,1.9,0,0,0,Good
2017-05-29,100,112,100,18,187248,116989,70259,0,None,0,0,None,None,0,Internet,37179,7,Stable,0.18,1872.48,702.59,1541.68,0.0,1.12,0,0,0,Good
2021-06-16,66,46,66,22,116553,76630,39923,20,Vegetables,20,36220,Fire,None,0,Gas,28611,7,Check food/donations,0.33,1765.95,604.89,1594.56,0.3,0.7,1,0,0,Warning
2018-10-05,20,6,20,6,81087,54930,26157,14,Maize Flour,14,31108,None,Fever,28667,Electricity,45833,7,Check food/donations,0.3,4054.35,1307.85,6471.5,0.7,0.3,0,1,1,Warning
2024-03-14,93,28,93,28,61462,144515,-83053,65,Beans,65,107575,Power Outage,None,0,Gas,30675,9,Check food/donations,0.3,660.88,-893.04,1883.76,0.7,0.3,1,0,0,Warning
2019-10-26,39,14,39,14,2871,133913,-131042,25,Rice,25,41925,Water Shortage,None,0,Electricity,33272,10,Check food/donations,0.36,73.62,-3360.05,4286.79,0.64,0.36,1,0,0,Warning
2015-05-11,97,83,97,16,116643,82416,34227,14,Maize Flour,14,28364,None,None,0,Internet,54247,9,Check food/donations,0.16,1202.51,352.86,1408.9,0.14,0.86,0,0,1,Warning
2015-06-02,36,37,36,37,188180,108297,79883,0,None,0,0,None,None,0,Water,30488,10,Stable,1.03,5227.22,2218.97,3855.14,0.0,1.03,0,0,0,Good
2020-04-07,92,20,92,20,67243,107110,-39867,72,Beans,72,114624,Water Shortage,None,0,Electricity,59867,10,Check food/donations,0.22,730.9,-433.34,1814.97,0.78,0.22,1,0,1,Warning
2014-05-02,38,73,38,63,84544,92294,-7750,0,None,0,0,None,None,0,Water,46351,10,Check food/donations,1.66,2224.84,-203.95,3648.55,0.0,1.92,0,0,1,Critical
2015-06-04,24,77,24,51,186703,115205,71498,0,None,0,0,None,None,0,Water,48883,4,Stable,2.12,7779.29,2979.08,6837.0,0.0,3.21,0,0,1,Good
2020-07-27,73,101,73,46,125106,72908,52198,0,None,0,0,None,Malaria,20789,Water,39480,9,Stable,0.63,1713.78,715.04,1824.34,0.0,1.38,0,1,0,Warning
2021-02-17,35,19,35,19,150542,107614,42928,16,Beans,16,35392,None,Fever,16361,Electricity,55035,8,Check food/donations,0.54,4301.2,1226.51,5114.57,0.46,0.54,0,1,1,Warning
2020-12-24,76,80,76,32,12437,55086,-42649,0,None,0,0,Fire,Diarrhea,29581,Gas,49956,10,Check food/donations,0.42,163.64,-561.17,1771.36,0.0,1.05,1,1,1,Warning
2013-09-09,49,41,49,30,164475,77854,86621,8,Vegetables,8,18008,None,None,0,Internet,29428,8,Check food/donations,0.61,3356.63,1767.78,2189.43,0.16,0.84,0,0,0,Warning
2011-11-07,71,118,71,56,181685,26380,155305,0,None,0,0,None,None,0,Water,34856,7,Stable,0.79,2558.94,2187.39,862.48,0.0,1.66,0,0,0,Good
2010-09-07,83,98,83,22,2941,27808,-24867,0,None,0,0,None,None,0,Electricity,40244,3,Check food/donations,0.27,35.43,-299.6,819.9,0.0,1.18,0,0,1,Critical
2023-09-26,99,74,99,15,35115,92775,-57660,25,Maize Flour,25,45400,None,Fever,29787,Internet,58772,3,Check food/donations,0.15,354.7,-582.42,1831.66,0.25,0.75,0,1,1,Warning
2024-12-06,59,31,59,30,173799,90000,83799,28,Vegetables,28,53060,Power Outage,None,0,Water,47198,3,Check food/donations,0.51,2945.75,1420.32,2325.39,0.47,0.53,1,0,1,Warning
2022-03-10,98,23,98,11,78288,39243,39045,75,Vegetables,75,140775,Water Shortage,Diarrhea,18312,Electricity,42557,6,Check food/donations,0.11,798.86,398.42,1021.55,0.77,0.23,1,1,1,Warning
2016-02-14,98,19,98,19,187583,93705,93878,79,Vegetables,79,139909,None,None,0,Gas,34174,6,Check food/donations,0.19,1914.11,957.94,1304.89,0.81,0.19,0,0,0,Warning
2015-08-27,59,87,59,11,47858,96746,-48888,0,None,0,0,Power Outage,None,0,Gas,35378,6,Check food/donations,0.19,811.15,-828.61,2239.39,0.0,1.47,1,0,0,Warning
2013-03-13,54,55,54,45,65442,58668,6774,0,None,0,0,None,None,0,Electricity,44955,5,Stable,0.83,1211.89,125.44,1918.94,0.0,1.02,0,0,1,Critical
2016-11-24,72,25,72,15,166291,86002,80289,47,Rice,47,110309,Water Shortage,None,0,Water,21815,7,Check food/donations,0.21,2309.6,1115.12,1497.46,0.65,0.35,1,0,0,Warning
2022-06-30,95,83,95,9,75224,147572,-72348,12,Vegetables,12,28728,Power Outage,None,0,Gas,53583,4,Check food/donations,0.09,791.83,-761.56,2117.42,0.13,0.87,1,0,1,Warning
2016-05-30,30,97,30,80,75735,29614,46121,0,None,0,0,None,Flu,2687,Gas,24242,10,Stable,2.67,2524.5,1537.37,1884.77,0.0,3.23,0,1,0,Warning
2011-11-26,52,97,52,80,52514,39474,13040,0,None,0,0,None,None,0,Water,26743,8,Stable,1.54,1009.88,250.77,1273.4,0.0,1.87,0,0,0,Critical
2012-08-16,94,7,94,7,10029,111249,-101220,87,Vegetables,87,195402,Water Shortage,None,0,Internet,31602,3,Check food/donations,0.07,106.69,-1076.81,1519.69,0.93,0.07,1,0,0,Warning
2018-11-01,36,15,36,15,9771,28780,-19009,21,Vegetables,21,45381,Water Shortage,Fever,15175,Water,18971,10,Check food/donations,0.42,271.42,-528.03,1747.94,0.58,0.42,1,1,0,Warning
2011-07-25,87,12,87,12,172453,36929,135524,75,Vegetables,75,153000,None,None,0,Internet,55148,4,Check food/donations,0.14,1982.22,1557.75,1058.36,0.86,0.14,0,0,1,Warning
2019-07-19,86,48,86,26,112538,100395,12143,38,Maize Flour,38,94468,Water Shortage,None,0,Electricity,33923,8,Check food/donations,0.3,1308.58,141.2,1561.84,0.44,0.56,1,0,0,Warning
2016-01-09,82,85,82,33,149955,42740,107215,0,None,0,0,None,None,0,Gas,58083,6,Stable,0.4,1828.72,1307.5,1229.55,0.0,1.04,0,0,1,Good
2015-05-16,71,12,71,12,7353,92816,-85463,59,Maize Flour,59,133399,Water Shortage,Malaria,8794,Electricity,16670,8,Check food/donations,0.17,103.56,-1203.7,1665.92,0.83,0.17,1,1,0,Warning
2015-04-24,97,49,97,28,7624,104702,-97078,48,Vegetables,48,101520,None,None,0,Electricity,21716,3,Check food/donations,0.29,78.6,-1000.8,1303.28,0.49,0.51,0,0,0,Warning
2022-04-10,70,41,70,14,19907,143135,-123228,29,Beans,29,52809,None,None,0,Electricity,32642,4,Check food/donations,0.2,284.39,-1760.4,2511.1,0.41,0.59,0,0,0,Warning
2013-07-07,55,81,55,10,9545,138896,-129351,0,None,0,0,None,None,0,Electricity,18428,5,Check food/donations,0.18,173.55,-2351.84,2860.44,0.0,1.47,0,0,0,Critical
2016-07-09,68,59,68,52,153375,116309,37066,9,Vegetables,9,16812,None,None,0,Water,22066,3,Check food/donations,0.76,2255.51,545.09,2034.93,0.13,0.87,0,0,0,Warning
2018-08-10,22,72,22,56,199997,80031,119966,0,None,0,0,None,None,0,Gas,25838,8,Stable,2.55,9090.77,5453.0,4812.23,0.0,3.27,0,0,0,Good
2022-10-30,24,49,24,36,107808,124047,-16239,0,None,0,0,None,None,0,Water,31075,9,Check food/donations,1.5,4492.0,-676.62,6463.42,0.0,2.04,0,0,0,Critical
2023-04-25,54,60,54,20,154270,29162,125108,0,None,0,0,None,None,0,Electricity,25281,6,Stable,0.37,2856.85,2316.81,1008.2,0.0,1.11,0,0,0,Good
2023-01-15,82,83,82,24,50416,34573,15843,0,None,0,0,None,None,0,Internet,39004,7,Stable,0.29,614.83,193.21,897.28,0.0,1.01,0,0,0,Critical
2020-09-18,45,24,45,12,65716,48016,17700,21,Maize Flour,21,36561,Water Shortage,Diarrhea,18684,Gas,47756,6,Check food/donations,0.27,1460.36,393.33,2543.47,0.47,0.53,1,1,1,Warning
2020-01-18,86,90,86,9,88844,62017,26827,0,None,0,0,None,None,0,Gas,25206,9,Stable,0.1,1033.07,311.94,1014.22,0.0,1.05,0,0,0,Critical
2013-03-28,56,54,56,32,4031,97929,-93898,2,Beans,2,4996,Power Outage,None,0,Electricity,18669,8,Check food/donations,0.57,71.98,-1676.75,2082.11,0.04,0.96,1,0,0,Warning
2010-03-24,89,38,89,38,5103,149160,-144057,51,Vegetables,51,123420,None,None,0,Internet,16175,8,Check food/donations,0.43,57.34,-1618.62,1857.7,0.57,0.43,0,0,0,Warning
2017-02-02,79,28,79,28,132558,45978,86580,51,Beans,51,94044,None,Fever,20361,Water,41328,3,Check food/donations,0.35,1677.95,1095.95,1362.87,0.65,0.35,0,1,1,Warning
2020-11-14,76,86,76,5,2621,16385,-13764,0,None,0,0,Water Shortage,None,0,Gas,38292,8,Check food/donations,0.07,34.49,-181.11,719.43,0.0,1.13,1,0,0,Warning
2021-08-25,33,66,33,39,26742,92622,-65880,0,None,0,0,Fire,None,0,Gas,29315,6,Check food/donations,1.18,810.36,-1996.36,3695.06,0.0,2.0,1,0,0,Warning
2023-11-05,88,66,88,5,171172,28616,142556,22,Vegetables,22,53064,Sickness,None,0,Water,17016,6,Check food/donations,0.06,1945.14,1619.95,518.55,0.25,0.75,1,0,0,Warning
2015-12-18,64,24,64,24,167974,51525,116449,40,Vegetables,40,97800,Power Outage,None,0,Internet,48035,5,Check food/donations,0.38,2624.59,1819.52,1555.62,0.62,0.38,1,0,1,Warning
2019-05-27,78,119,78,72,135728,22551,113177,0,None,0,0,None,Diarrhea,23797,Internet,47114,3,Stable,0.92,1740.1,1450.99,1198.23,0.0,1.53,0,1,1,Warning
2015-11-22,93,87,93,43,173099,90183,82916,6,Maize Flour,6,9708,None,Flu,32848,Gas,43218,10,Check food/donations,0.46,1861.28,891.57,1787.62,0.06,0.94,0,1,1,Warning
2014-06-29,84,66,84,11,180780,127699,53081,18,Maize Flour,18,40248,None,None,0,Internet,25629,9,Check food/donations,0.13,2152.14,631.92,1825.33,0.21,0.79,0,0,0,Warning
2013-01-09,47,58,47,14,154320,82976,71344,0,None,0,0,None,None,0,Internet,53431,7,Stable,0.3,3283.4,1517.96,2902.28,0.0,1.23,0,0,1,Good
2014-11-11,80,37,80,37,81049,73443,7606,43,Vegetables,43,82345,None,None,0,Internet,26990,8,Check food/donations,0.46,1013.11,95.08,1255.41,0.54,0.46,0,0,0,Warning
2011-09-14,81,81,81,49,162716,66351,96365,0,None,0,0,None,None,0,Water,50872,8,Stable,0.6,2008.84,1189.69,1447.2,0.0,1.0,0,0,1,Good
2013-09-12,78,56,78,53,113948,132080,-18132,22,Beans,22,38830,Water Shortage,None,0,Gas,36961,8,Check food/donations,0.68,1460.87,-232.46,2167.19,0.28,0.72,1,0,0,Warning
2015-11-03,81,85,81,33,128370,58717,69653,0,None,0,0,None,Malaria,8431,Water,29966,5,Stable,0.41,1584.81,859.91,1198.94,0.0,1.05,0,1,0,Warning
2017-08-07,94,112,94,77,37370,98114,-60744,0,None,0,0,None,None,0,Internet,35446,9,Check food/donations,0.82,397.55,-646.21,1420.85,0.0,1.19,0,0,0,Critical
2015-08-18,91,91,91,66,92668,109239,-16571,0,None,0,0,None,Diarrhea,34773,Water,57823,10,Check food/donations,0.73,1018.33,-182.1,2217.97,0.0,1.0,0,1,1,Warning
2022-06-28,28,68,28,47,158053,118684,39369,0,None,0,0,None,Malaria,26346,Electricity,34638,10,Stable,1.68,5644.75,1406.04,6416.71,0.0,2.43,0,1,0,Warning
2017-03-21,31,72,31,72,158270,130929,27341,0,None,0,0,None,Malaria,30311,Gas,52949,8,Stable,2.32,5105.48,881.97,6909.32,0.0,2.32,0,1,1,Warning
2014-01-19,92,44,92,44,75942,147200,-71258,48,Maize Flour,48,100752,None,Malaria,17462,Electricity,32742,7,Check food/donations,0.48,825.46,-774.54,2145.7,0.52,0.48,0,1,0,Warning
2016-06-30,91,59,91,32,109135,143875,-34740,32,Rice,32,67040,Fire,None,0,Gas,27300,9,Check food/donations,0.35,1199.29,-381.76,1881.04,0.35,0.65,1,0,0,Warning
2020-08-15,47,28,47,17,155651,114562,41089,19,Beans,19,42294,None,Diarrhea,21451,Gas,26525,3,Check food/donations,0.36,3311.72,874.23,3458.26,0.4,0.6,0,1,0,Warning
2017-07-24,62,44,62,18,120738,78920,41818,18,Beans,18,34848,Fire,None,0,Gas,28781,9,Check food/donations,0.29,1947.39,674.48,1737.11,0.29,0.71,1,0,0,Warning
