Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost,Daily_Status
2010-11-06,23,107,23,19,164340,103338,61002,0,None,0,0,None,None,0,Gas,22552,8,Stable,0.83,7145.22,2652.26,5473.48,0.0,4.65,0,0,0,Good
2020-05-09,53,28,53,19,36649,40344,-3695,25,Vegetables,25,49200,Fire,Malaria,10524,Water,43634,6,Check food/donations,0.36,691.49,-69.72,1783.06,0.47,0.53,1,1,1,Warning
2017-09-20,80,39,80,39,66851,80120,-13269,41,Vegetables,41,95489,Power Outage,None,0,Electricity,28560,7,Check food/donations,0.49,835.64,-165.86,1358.5,0.51,0.49,1,0,0,Warning
2022-05-09,21,112,21,42,69122,43080,26042,0,None,0,0,None,Malaria,7408,Electricity,36329,8,Stable,2.0,3291.52,1240.1,4134.14,0.0,5.33,0,1,0,Warning
2018-05-28,56,9,56,8,195759,95001,100758,47,Vegetables,47,105280,Power Outage,None,0,Gas,49305,8,Check food/donations,0.14,3495.7,1799.25,2576.89,0.84,0.16,1,0,1,Warning
2013-03-20,62,54,62,40,125774,121915,3859,8,Beans,8,17736,Power Outage,Diarrhea,30037,Gas,34328,10,Check food/donations,0.65,2028.61,62.24,3004.52,0.13,0.87,1,1,0,Warning
2020-10-28,24,101,24,6,174025,93285,80740,0,None,0,0,None,None,0,Gas,18799,10,Stable,0.25,7251.04,3364.17,4670.17,0.0,4.21,0,0,0,Good
2010-11-15,77,77,77,64,76110,43102,33008,0,None,0,0,None,None,0,Internet,58795,9,Stable,0.83,988.44,428.68,1323.34,0.0,1.0,0,0,1,Good
2022-05-30,74,68,74,48,31349,18049,13300,6,Rice,6,12744,None,None,0,Internet,24283,6,Check food/donations,0.65,423.64,179.73,572.05,0.08,0.92,0,0,0,Warning
2014-03-04,88,108,88,39,151158,104205,46953,0,None,0,0,None,Malaria,32809,Water,19402,10,Stable,0.44,1717.7,533.56,1777.45,0.0,1.23,0,1,0,Warning
2014-09-10,71,57,71,45,140501,123899,16602,14,Maize Flour,14,26320,Water Shortage,None,0,Internet,44460,9,Check food/donations,0.63,1978.89,233.83,2371.25,0.2,0.8,1,0,1,Warning
2010-09-05,50,20,50,20,86509,19012,67497,30,Maize Flour,30,55860,Water Shortage,None,0,Electricity,22198,6,Check food/donations,0.4,1730.18,1349.94,824.2,0.6,0.4,1,0,0,Warning
2015-08-08,59,92,59,74,115287,93311,21976,0,None,0,0,None,None,0,Electricity,29615,10,Stable,1.25,1954.02,372.47,2083.49,0.0,1.56,0,0,0,Critical
2011-10-05,31,109,31,66,66400,88111,-21711,0,None,0,0,Sickness,None,0,Gas,15808,9,Check food/donations,2.13,2141.94,-700.35,3352.23,0.0,3.52,1,0,0,Warning
2018-06-07,86,95,86,56,8911,21361,-12450,0,None,0,0,None,None,0,Gas,40099,5,Check food/donations,0.65,103.62,-144.77,714.65,0.0,1.1,0,0,1,Critical
2023-09-16,60,117,60,6,193887,25074,168813,0,None,0,0,None,None,0,Internet,16418,3,Stable,0.1,3231.45,2813.55,691.53,0.0,1.95,0,0,0,Good
2016-12-18,84,32,84,32,156589,102777,53812,52,Rice,52,79352,None,Malaria,2280,Internet,39657,9,Check food/donations,0.38,1864.15,640.62,1722.79,0.62,0.38,0,1,0,Warning
2023-03-17,58,22,58,22,175617,128506,47111,36,Vegetables,36,62964,Power Outage,None,0,Electricity,20419,5,Check food/donations,0.38,3027.88,812.26,2567.67,0.62,0.38,1,0,0,Warning
2010-03-29,48,24,48,24,16232,123633,-107401,24,Beans,24,48096,None,None,0,Water,41969,7,Check food/donations,0.5,338.17,-2237.52,3450.04,0.5,0.5,0,0,1,Warning
2022-02-11,38,95,38,48,101028,35414,65614,0,None,0,0,None,Diarrhea,29132,Electricity,53483,6,Stable,1.26,2658.63,1726.68,3106.03,0.0,2.5,0,1,1,Warning
2020-02-09,46,41,46,28,73222,55367,17855,5,Rice,5,10900,None,None,0,Internet,44398,4,Check food/donations,0.61,1591.78,388.15,2168.8,0.11,0.89,0,0,1,Critical
2024-03-18,85,100,85,78,75696,96942,-21246,0,None,0,0,Power Outage,None,0,Electricity,28018,7,Check food/donations,0.92,890.54,-249.95,1470.12,0.0,1.18,1,0,0,Warning
2014-10-20,24,30,24,30,35515,24455,11060,0,None,0,0,None,Diarrhea,12102,Internet,17742,6,Stable,1.25,1479.79,460.83,2262.46,0.0,1.25,0,1,0,Warning
2022-05-15,96,13,96,13,59028,44813,14215,83,Vegetables,83,175794,Sickness,None,0,Internet,41878,5,Check food/donations,0.14,614.88,148.07,903.03,0.86,0.14,1,0,1,Warning
2010-08-28,96,82,96,49,143305,22549,120756,14,Rice,14,34062,Power Outage,Fever,25341,Water,34008,6,Check food/donations,0.51,1492.76,1257.88,853.1,0.15,0.85,1,1,0,Warning
2023-05-22,96,15,96,15,25136,26658,-1522,81,Vegetables,81,142479,None,None,0,Electricity,44401,7,Check food/donations,0.16,261.83,-15.85,740.2,0.84,0.16,0,0,1,Warning
2022-04-29,47,67,47,67,17736,16934,802,0,None,0,0,Power Outage,None,0,Water,50091,5,Stable,1.43,377.36,17.06,1426.06,0.0,1.43,1,0,1,Warning
2019-12-20,54,15,54,15,21895,99727,-77832,39,Vegetables,39,88452,None,None,0,Gas,44618,3,Check food/donations,0.28,405.46,-1441.33,2673.06,0.72,0.28,0,0,1,Warning
2020-11-12,79,85,79,48,122129,42094,80035,0,None,0,0,None,Malaria,21070,Internet,31687,3,Stable,0.61,1545.94,1013.1,1200.65,0.0,1.08,0,1,0,Warning
2016-09-22,65,53,65,50,134586,115510,19076,12,Maize Flour,12,25068,Fire,None,0,Gas,58119,7,Check food/donations,0.77,2070.55,293.48,2671.22,0.18,0.82,1,0,1,Warning
2014-03-11,91,27,91,27,60793,52273,8520,64,Beans,64,112960,None,None,0,Internet,52766,10,Check food/donations,0.3,668.05,93.63,1154.27,0.7,0.3,0,0,1,Warning
2014-04-14,53,15,53,15,142846,102722,40124,38,Beans,38,88730,None,None,0,Gas,17776,4,Check food/donations,0.28,2695.21,757.06,2273.55,0.72,0.28,0,0,0,Warning
2013-09-12,88,95,88,49,68787,55093,13694,0,None,0,0,None,None,0,Electricity,29628,3,Stable,0.56,781.67,155.61,962.74,0.0,1.08,0,0,0,Critical
2017-06-18,68,26,68,20,69752,149256,-79504,42,Maize Flour,42,68796,None,None,0,Water,25970,5,Check food/donations,0.29,1025.76,-1169.18,2576.85,0.62,0.38,0,0,0,Warning
2021-11-14,100,40,100,40,166041,38583,127458,60,Vegetables,60,141780,Fire,None,0,Electricity,38717,3,Check food/donations,0.4,1660.41,1274.58,773.0,0.6,0.4,1,0,0,Warning
2010-05-26,87,81,87,13,6211,93630,-87419,6,Beans,6,9840,Sickness,Fever,12374,Gas,42413,9,Check food/donations,0.15,71.39,-1004.82,1705.94,0.07,0.93,1,1,1,Warning
2012-12-19,69,99,69,29,79361,24892,54469,0,None,0,0,None,None,0,Water,28687,7,Stable,0.42,1150.16,789.41,776.51,0.0,1.43,0,0,0,Good
2019-04-22,37,52,37,52,23201,75890,-52689,0,None,0,0,None,None,0,Water,24379,5,Check food/donations,1.41,627.05,-1424.03,2709.97,0.0,1.41,0,0,0,Critical
2017-11-02,74,37,74,37,62791,134698,-71907,37,Maize Flour,37,69301,Power Outage,None,0,Electricity,31308,7,Check food/donations,0.5,848.53,-971.72,2243.32,0.5,0.5,1,0,0,Warning
2014-09-15,38,117,38,55,153845,47595,106250,0,None,0,0,None,Flu,9708,Internet,39483,8,Stable,1.45,4048.55,2796.05,2547.0,0.0,3.08,0,1,0,Warning
2017-06-23,40,80,40,14,47871,67359,-19488,0,None,0,0,Water Shortage,None,0,Electricity,32206,5,Check food/donations,0.35,1196.78,-487.2,2489.12,0.0,2.0,1,0,0,Warning
2018-02-28,66,44,66,44,121026,35482,85544,22,Vegetables,22,35134,Water Shortage,None,0,Gas,46325,3,Check food/donations,0.67,1833.73,1296.12,1239.5,0.33,0.67,1,0,1,Warning
2021-03-11,58,111,58,29,24741,108530,-83789,0,None,0,0,Water Shortage,None,0,Water,38782,7,Check food/donations,0.5,426.57,-1444.64,2539.86,0.0,1.91,1,0,0,Warning
2023-09-27,56,32,56,32,197148,58364,138784,24,Maize Flour,24,42504,Water Shortage,None,0,Gas,53895,4,Check food/donations,0.57,3520.5,2478.29,2004.62,0.43,0.57,1,0,1,Warning
2010-04-22,23,31,23,11,88368,85787,2581,0,None,0,0,Power Outage,None,0,Internet,23458,9,Stable,0.48,3842.09,112.22,4749.78,0.0,1.35,1,0,0,Warning
2016-08-29,52,99,52,22,75183,114258,-39075,0,None,0,0,Water Shortage,None,0,Electricity,33574,10,Check food/donations,0.42,1445.83,-751.44,2842.92,0.0,1.9,1,0,0,Warning
2024-03-21,37,22,37,22,8047,116473,-108426,15,Maize Flour,15,23850,Sickness,None,0,Water,32847,8,Check food/donations,0.59,217.49,-2930.43,4035.68,0.41,0.59,1,0,0,Warning
2013-06-19,64,82,64,32,92272,105948,-13676,0,None,0,0,Power Outage,None,0,Gas,47604,7,Check food/donations,0.5,1441.75,-213.69,2399.25,0.0,1.28,1,0,1,Warning
2023-02-02,97,9,97,9,119509,89604,29905,88,Vegetables,88,168520,None,None,0,Electricity,21168,3,Check food/donations,0.09,1232.05,308.3,1141.98,0.91,0.09,0,0,0,Warning
2011-06-24,83,103,83,70,37430,142163,-104733,0,None,0,0,Water Shortage,None,0,Internet,20125,4,Check food/donations,0.84,450.96,-1261.84,1955.28,0.0,1.24,1,0,0,Warning
2023-03-09,27,65,27,9,103532,92872,10660,0,None,0,0,None,None,0,Gas,37612,10,Stable,0.33,3834.52,394.81,4832.74,0.0,2.41,0,0,0,Critical
2010-06-13,86,86,86,32,154969,90422,64547,0,None,0,0,None,Fever,19992,Electricity,33574,7,Stable,0.37,1801.97,750.55,1674.28,0.0,1.0,0,1,0,Warning
2014-12-21,67,58,67,11,42891,121249,-78358,9,Vegetables,9,18522,Water Shortage,None,0,Gas,54115,8,Check food/donations,0.16,640.16,-1169.52,2617.37,0.13,0.87,1,0,1,Warning
2010-07-24,80,117,80,61,43326,141658,-98332,0,None,0,0,Water Shortage,None,0,Gas,26338,5,Check food/donations,0.76,541.58,-1229.15,2099.95,0.0,1.46,1,0,0,Warning
2010-04-08,29,45,29,45,78289,34938,43351,0,None,0,0,None,None,0,Electricity,35921,3,Stable,1.55,2699.62,1494.86,2443.41,0.0,1.55,0,0,0,Good
2016-07-13,77,105,77,52,11229,33310,-22081,0,None,0,0,Water Shortage,None,0,Internet,28972,5,Check food/donations,0.68,145.83,-286.77,808.86,0.0,1.36,1,0,0,Warning
2024-04-26,84,84,84,78,24634,71138,-46504,0,None,0,0,Water Shortage,None,0,Electricity,47717,7,Check food/donations,0.93,293.26,-553.62,1414.94,0.0,1.0,1,0,1,Warning
2023-12-07,39,9,39,6,65044,71453,-6409,30,Maize Flour,30,56010,Sickness,None,0,Electricity,19591,10,Check food/donations,0.15,1667.79,-164.33,2334.46,0.77,0.23,1,0,0,Warning
2021-08-27,96,56,96,44,160160,125404,34756,40,Rice,40,75520,Water Shortage,None,0,Water,52340,4,Check food/donations,0.46,1668.33,362.04,1851.5,0.42,0.58,1,0,1,Warning
2017-01-13,54,60,54,17,15064,67498,-52434,0,None,0,0,Power Outage,Malaria,30451,Electricity,27227,8,Check food/donations,0.31,278.96,-971.0,2318.07,0.0,1.11,1,1,0,Warning
2019-05-30,49,118,49,31,71885,18781,53104,0,None,0,0,None,Fever,1339,Internet,27137,6,Stable,0.63,1467.04,1083.76,964.43,0.0,2.41,0,1,0,Warning
2016-06-10,58,19,58,19,43946,89846,-45900,39,Beans,39,86697,None,None,0,Electricity,25895,8,Check food/donations,0.33,757.69,-791.38,1995.53,0.67,0.33,0,0,0,Warning
2020-04-18,58,113,58,7,79862,80607,-745,0,None,0,0,None,None,0,Water,56654,4,Check food/donations,0.12,1376.93,-12.84,2366.57,0.0,1.95,0,0,1,Critical
2016-07-16,48,71,48,19,154802,83760,71042,0,None,0,0,None,Diarrhea,9192,Water,27214,9,Stable,0.4,3225.04,1480.04,2503.46,0.0,1.48,0,1,0,Warning
2015-03-10,45,100,45,61,179069,31282,147787,0,None,0,0,None,None,0,Internet,26304,10,Stable,1.36,3979.31,3284.16,1279.69,0.0,2.22,0,0,0,Good
2020-05-04,22,101,22,60,109688,61943,47745,0,None,0,0,None,Flu,25512,Water,24613,3,Stable,2.73,4985.82,2170.23,5094.0,0.0,4.59,0,1,0,Warning
2015-06-30,30,8,30,8,134383,148333,-13950,22,Rice,22,49368,None,None,0,Internet,15133,8,Check food/donations,0.27,4479.43,-465.0,5448.87,0.73,0.27,0,0,0,Warning
2014-04-23,70,31,70,31,5929,143509,-137580,39,Beans,39,81627,Water Shortage,None,0,Water,27360,4,Check food/donations,0.44,84.7,-1965.43,2440.99,0.56,0.44,1,0,0,Warning
2018-01-15,41,69,41,37,164657,35935,128722,0,None,0,0,None,Malaria,33927,Gas,35397,7,Stable,0.9,4016.02,3139.56,2567.29,0.0,1.68,0,1,0,Warning
2024-07-04,75,39,75,39,56481,134795,-78314,36,Maize Flour,36,67788,None,None,0,Internet,43530,10,Check food/donations,0.52,753.08,-1044.19,2377.67,0.48,0.52,0,0,1,Warning
2016-05-11,72,13,72,13,142820,142821,-1,59,Rice,59,138827,Power Outage,None,0,Gas,18820,9,Check food/donations,0.18,1983.61,-0.01,2245.01,0.82,0.18,1,0,0,Warning
2010-10-31,35,116,35,25,114963,30570,84393,0,None,0,0,None,Malaria,9024,Gas,36356,4,Stable,0.71,3284.66,2411.23,2170.0,0.0,3.31,0,1,0,Warning
2022-07-17,96,39,96,39,129313,145255,-15942,57,Rice,57,98439,None,None,0,Gas,55228,9,Check food/donations,0.41,1347.01,-166.06,2088.36,0.59,0.41,0,0,1,Warning
2014-01-20,55,118,55,51,27881,41062,-13181,0,None,0,0,None,None,0,Internet,27188,4,Check food/donations,0.93,506.93,-239.65,1240.91,0.0,2.15,0,0,0,Critical
2015-06-01,62,17,62,17,52987,139345,-86358,45,Vegetables,45,105030,Sickness,None,0,Electricity,44704,6,Check food/donations,0.27,854.63,-1392.87,2968.53,0.73,0.27,1,0,1,Warning
2015-12-20,54,105,54,33,159901,77070,82831,0,None,0,0,None,Fever,4247,Gas,35134,3,Stable,0.61,2961.13,1533.91,2156.5,0.0,1.94,0,1,0,Warning
2017-01-18,83,31,83,31,142584,17958,124626,52,Rice,52,113984,Fire,Malaria,3814,Electricity,49784,3,Check food/donations,0.37,1717.88,1501.52,862.12,0.63,0.37,1,1,1,Warning
2018-12-09,95,110,95,76,108711,66985,41726,0,None,0,0,None,None,0,Water,34158,3,Stable,0.8,1144.33,439.22,1064.66,0.0,1.16,0,0,0,Good
2016-07-03,70,43,70,43,183462,70937,112525,27,Maize Flour,27,63180,Sickness,None,0,Internet,51030,9,Check food/donations,0.61,2620.89,1607.5,1742.39,0.39,0.61,1,0,1,Warning
2021-06-10,45,45,45,22,70419,51889,18530,0,None,0,0,None,Malaria,21190,Gas,22517,3,Stable,0.49,1564.87,411.78,2124.36,0.0,1.0,0,1,0,Warning
2010-11-21,70,102,70,9,176623,91385,85238,0,None,0,0,None,None,0,Electricity,39334,7,Stable,0.13,2523.19,1217.69,1867.41,0.0,1.46,0,0,0,Good
2019-01-30,55,49,55,22,35312,84112,-48800,6,Vegetables,6,10830,Fire,None,0,Internet,25225,6,Check food/donations,0.4,642.04,-887.27,1987.95,0.11,0.89,1,0,0,Warning
2015-04-03,37,66,37,66,41790,39886,1904,0,None,0,0,None,Malaria,11148,Electricity,24399,10,Stable,1.78,1129.46,51.46,2038.73,0.0,1.78,0,1,0,Warning
2024-12-19,73,64,73,59,142663,29795,112868,9,Rice,9,15867,None,None,0,Water,40392,9,Check food/donations,0.81,1954.29,1546.14,961.47,0.12,0.88,0,0,1,Warning
2021-08-24,95,66,95,9,192808,126228,66580,29,Vegetables,29,47009,None,None,0,Water,23104,5,Check food/donations,0.09,2029.56,700.84,1571.92,0.31,0.69,0,0,0,Warning
2022-04-16,100,116,100,19,7372,129952,-122580,0,None,0,0,Fire,None,0,Gas,24216,5,Check food/donations,0.19,73.72,-1225.8,1541.68,0.0,1.16,1,0,0,Warning
2013-09-19,91,61,91,29,30440,33269,-2829,30,Beans,30,67560,None,None,0,Internet,46981,4,Check food/donations,0.32,334.51,-31.09,881.87,0.33,0.67,0,0,1,Warning
2021-08-04,25,29,25,29,161822,70249,91573,0,None,0,0,None,Diarrhea,17491,Internet,24494,7,Stable,1.16,6472.88,3662.92,4489.36,0.0,1.16,0,1,0,Warning
2010-12-31,76,59,76,21,159578,140961,18617,17,Vegetables,17,31025,Water Shortage,None,0,Gas,25696,4,Check food/donations,0.28,2099.71,244.96,2192.86,0.22,0.78,1,0,0,Warning
2023-03-24,31,8,31,8,37790,127341,-89551,23,Rice,23,46943,Water Shortage,None,0,Electricity,57059,3,Check food/donations,0.26,1219.03,-2888.74,5948.39,0.74,0.26,1,0,1,Warning
2011-05-13,57,59,57,59,70186,113169,-42983,0,None,0,0,None,Malaria,16477,Gas,53994,5,Check food/donations,1.04,1231.33,-754.09,3221.75,0.0,1.04,0,1,1,Warning
2019-06-18,99,84,99,47,160991,144216,16775,15,Beans,15,35025,Fire,Flu,21692,Water,49777,5,Check food/donations,0.47,1626.17,169.44,2178.64,0.15,0.85,1,1,1,Warning
2015-10-29,28,59,28,28,88832,90411,-1579,0,None,0,0,None,Fever,17029,Electricity,48896,3,Check food/donations,1.0,3172.57,-56.39,5583.43,0.0,2.11,0,1,1,Warning
2015-09-08,48,10,48,10,192260,84660,107600,38,Beans,38,62472,Water Shortage,None,0,Gas,49823,8,Check food/donations,0.21,4005.42,2241.67,2801.73,0.79,0.21,1,0,1,Warning
2015-01-08,72,51,72,51,147390,110661,36729,21,Rice,21,45570,None,Fever,16792,Water,32814,6,Check food/donations,0.71,2047.08,510.12,2225.93,0.29,0.71,0,1,0,Warning
2017-01-26,79,95,79,45,1416,99579,-98163,0,None,0,0,Power Outage,Malaria,19301,Internet,37402,6,Check food/donations,0.57,17.92,-1242.57,1978.25,0.0,1.2,1,1,0,Warning
2021-07-21,89,18,89,18,17827,108471,-90644,71,Maize Flour,71,145834,Fire,Fever,27825,Internet,29427,7,Check food/donations,0.2,200.3,-1018.47,1862.06,0.8,0.2,1,1,0,Warning
2024-08-05,74,10,74,10,106335,67411,38924,64,Maize Flour,64,152256,Fire,Flu,16554,Gas,28768,10,Check food/donations,0.14,1436.96,526.0,1523.42,0.86,0.14,1,1,0,Warning
2017-04-01,45,24,45,11,35951,113121,-77170,21,Maize Flour,21,37485,Power Outage,Flu,25013,Water,58251,3,Check food/donations,0.24,798.91,-1714.89,4364.11,0.47,0.53,1,1,1,Warning
2015-05-08,20,22,20,22,45302,46434,-1132,0,None,0,0,None,None,0,Internet,36667,7,Check food/donations,1.1,2265.1,-56.6,4155.05,0.0,1.1,0,0,0,Critical
2019-08-25,91,5,91,5,170894,99123,71771,86,Rice,86,198574,Power Outage,Malaria,27243,Electricity,40629,8,Check food/donations,0.05,1877.96,788.69,1835.11,0.95,0.05,1,1,1,Warning
2010-07-05,54,111,54,28,9026,125962,-116936,0,None,0,0,Power Outage,None,0,Gas,39990,7,Check food/donations,0.52,167.15,-2165.48,3073.19,0.0,2.06,1,0,0,Warning
2014-05-29,44,44,44,44,63372,24218,39154,0,None,0,0,None,Malaria,20991,Electricity,38021,3,Stable,1.0,1440.27,889.86,1891.59,0.0,1.0,0,1,0,Warning
2015-01-05,37,101,37,53,60188,80233,-20045,0,None,0,0,Power Outage,None,0,Internet,30808,7,Check food/donations,1.43,1626.7,-541.76,3001.11,0.0,2.73,1,0,0,Warning
2019-03-17,38,88,38,33,132334,41650,90684,0,None,0,0,None,Malaria,20969,Gas,56682,5,Stable,0.87,3482.47,2386.42,3139.5,0.0,2.32,0,1,1,Warning
2019-08-18,52,77,52,67,95304,92403,2901,0,None,0,0,Sickness,Flu,29621,Water,20458,4,Stable,1.29,1832.77,55.79,2740.04,0.0,1.48,1,1,0,Warning
2016-12-05,78,101,78,53,16740,133694,-116954,0,None,0,0,Water Shortage,None,0,Gas,22851,8,Check food/donations,0.68,214.62,-1499.41,2006.99,0.0,1.29,1,0,0,Warning
2023-09-17,24,18,24,18,164966,115218,49748,6,Maize Flour,6,10092,None,None,0,Electricity,48795,7,Check food/donations,0.75,6873.58,2072.83,6833.88,0.25,0.75,0,0,1,Warning
2016-07-02,99,64,99,56,105564,112719,-7155,35,Vegetables,35,56350,None,None,0,Electricity,17429,7,Check food/donations,0.57,1066.3,-72.27,1314.63,0.35,0.65,0,0,0,Warning
2024-02-19,53,8,53,8,114980,30825,84155,45,Rice,45,92880,None,None,0,Gas,35533,3,Check food/donations,0.15,2169.43,1587.83,1252.04,0.85,0.15,0,0,0,Warning
2019-08-06,34,72,34,5,194057,128680,65377,0,None,0,0,None,Malaria,22574,Internet,20103,7,Stable,0.15,5707.56,1922.85,5039.91,0.0,2.12,0,1,0,Warning
2022-03-31,73,97,73,75,79001,50714,28287,0,None,0,0,None,None,0,Internet,38953,10,Stable,1.03,1082.21,387.49,1228.32,0.0,1.33,0,0,0,Critical
2011-10-08,56,94,56,26,170020,102861,67159,0,None,0,0,None,None,0,Electricity,50403,6,Stable,0.46,3036.07,1199.27,2736.86,0.0,1.68,0,0,1,Good
2011-09-20,48,108,48,13,18123,58467,-40344,0,None,0,0,None,None,0,Internet,58362,10,Check food/donations,0.27,377.56,-840.5,2433.94,0.0,2.25,0,0,1,Critical
2021-05-29,95,95,95,80,166653,43934,122719,0,None,0,0,None,Flu,26306,Electricity,32644,9,Stable,0.84,1754.24,1291.78,1082.99,0.0,1.0,0,1,0,Warning
2010-04-18,43,26,43,26,172632,145792,26840,17,Rice,17,39185,Water Shortage,None,0,Internet,59223,4,Check food/donations,0.6,4014.7,624.19,4767.79,0.4,0.6,1,0,1,Warning
2011-03-28,77,103,77,62,176792,61715,115077,0,None,0,0,None,None,0,Gas,18465,8,Stable,0.81,2296.0,1494.51,1041.3,0.0,1.34,0,0,0,Good
2017-04-13,22,105,22,48,130246,111023,19223,0,None,0,0,None,None,0,Water,26102,7,Stable,2.18,5920.27,873.77,6232.95,0.0,4.77,0,0,0,Critical
2016-04-09,20,102,20,12,118040,115675,2365,0,None,0,0,Water Shortage,None,0,Internet,27261,4,Stable,0.6,5902.0,118.25,7146.8,0.0,5.1,1,0,0,Warning
2012-09-12,47,15,47,14,134872,49930,84942,32,Beans,32,74240,None,Diarrhea,15374,Gas,44545,5,Check food/donations,0.3,2869.62,1807.28,2337.21,0.68,0.32,0,1,1,Warning
2016-03-24,98,79,98,58,36202,89727,-53525,19,Vegetables,19,33174,Power Outage,None,0,Electricity,45741,4,Check food/donations,0.59,369.41,-546.17,1382.33,0.19,0.81,1,0,1,Warning
2012-09-09,39,75,39,21,162578,72818,89760,0,None,0,0,None,Malaria,19440,Water,35394,7,Stable,0.54,4168.67,2301.54,3273.13,0.0,1.92,0,1,0,Warning
2018-08-12,40,12,40,12,46530,82180,-35650,28,Vegetables,28,57428,None,Fever,11309,Electricity,21344,8,Check food/donations,0.3,1163.25,-891.25,2870.82,0.7,0.3,0,1,0,Warning
2010-06-15,29,37,29,13,34833,85521,-50688,0,None,0,0,Water Shortage,None,0,Internet,40011,3,Check food/donations,0.45,1201.14,-1747.86,4328.69,0.0,1.28,1,0,1,Warning
2017-01-08,76,6,76,6,54379,136180,-81801,70,Vegetables,70,165830,None,Malaria,12654,Electricity,45273,3,Check food/donations,0.08,715.51,-1076.33,2554.04,0.92,0.08,0,1,1,Warning
2016-08-15,85,49,85,49,170412,25965,144447,36,Vegetables,36,87408,Water Shortage,None,0,Internet,47589,6,Check food/donations,0.58,2004.85,1699.38,865.34,0.42,0.58,1,0,1,Warning
2024-08-25,98,116,98,49,101564,114321,-12757,0,None,0,0,Power Outage,None,0,Gas,26069,6,Check food/donations,0.5,1036.37,-130.17,1432.55,0.0,1.18,1,0,0,Warning
2014-04-17,63,21,63,21,19059,89416,-70357,42,Rice,42,92862,None,Malaria,24626,Gas,51558,10,Check food/donations,0.33,302.52,-1116.78,2628.57,0.67,0.33,0,1,1,Warning
2011-09-08,79,7,79,5,81180,55528,25652,72,Vegetables,72,156456,None,None,0,Gas,44069,4,Check food/donations,0.06,1027.59,324.71,1260.72,0.91,0.09,0,0,1,Warning
2023-05-24,93,46,93,46,112752,115146,-2394,47,Rice,47,94893,None,None,0,Electricity,56720,5,Check food/donations,0.49,1212.39,-25.74,1848.02,0.51,0.49,0,0,1,Warning
2010-02-14,83,94,83,40,6590,62689,-56099,0,None,0,0,None,None,0,Electricity,49646,4,Check food/donations,0.48,79.4,-675.89,1353.43,0.0,1.13,0,0,1,Critical
2013-04-15,20,26,20,26,33726,145806,-112080,0,None,0,0,Fire,None,0,Internet,56896,3,Check food/donations,1.3,1686.3,-5604.0,10135.1,0.0,1.3,1,0,1,Warning
2018-09-15,24,108,24,51,8786,55400,-46614,0,None,0,0,Water Shortage,Diarrhea,11216,Internet,27783,5,Check food/donations,2.12,366.08,-1942.25,3933.29,0.0,4.5,1,1,0,Warning
2010-12-22,91,25,91,25,85703,120557,-34854,66,Maize Flour,66,158004,None,Fever,5897,Internet,40641,10,Check food/donations,0.27,941.79,-383.01,1836.21,0.73,0.27,0,1,1,Warning
2016-03-05,79,21,79,5,44369,19261,25108,58,Vegetables,58,107068,None,None,0,Water,39745,10,Check food/donations,0.06,561.63,317.82,746.91,0.73,0.27,0,0,0,Warning
2023-09-25,98,24,98,24,100806,105357,-4551,74,Rice,74,146742,None,None,0,Internet,38180,7,Check food/donations,0.24,1028.63,-46.44,1464.66,0.76,0.24,0,0,0,Warning
2017-06-27,22,89,22,32,12088,119132,-107044,0,None,0,0,None,None,0,Gas,42557,9,Check food/donations,1.45,549.45,-4865.64,7349.5,0.0,4.05,0,0,1,Critical
2010-12-03,46,55,46,5,89164,15139,74025,0,None,0,0,None,None,0,Water,28138,10,Stable,0.11,1938.35,1609.24,940.8,0.0,1.2,0,0,0,Good
2015-08-17,29,78,29,10,525,69220,-68695,0,None,0,0,None,None,0,Water,35795,6,Check food/donations,0.34,18.1,-2368.79,3621.21,0.0,2.69,0,0,0,Critical
2013-02-13,82,65,82,59,104770,107518,-2748,17,Vegetables,17,35411,Power Outage,None,0,Water,44313,5,Check food/donations,0.72,1277.68,-33.51,1851.6,0.21,0.79,1,0,1,Warning
2016-09-13,43,113,43,12,161667,137529,24138,0,None,0,0,None,Malaria,26453,Gas,17595,8,Stable,0.28,3759.7,561.35,4222.72,0.0,2.63,0,1,0,Warning
2010-01-31,55,48,55,48,109432,42458,66974,7,Beans,7,10661,None,None,0,Gas,33700,7,Check food/donations,0.87,1989.67,1217.71,1384.69,0.13,0.87,0,0,0,Warning
2015-08-28,70,55,70,52,90178,74597,15581,15,Rice,15,30255,None,None,0,Electricity,35499,9,Check food/donations,0.74,1288.26,222.59,1572.8,0.21,0.79,0,0,0,Warning
2012-04-30,64,6,64,6,30039,138555,-108516,58,Maize Flour,58,129340,None,None,0,Electricity,15142,9,Check food/donations,0.09,469.36,-1695.56,2401.52,0.91,0.09,0,0,0,Warning
